BioSample.ID	ImmPort Study ID	PubMed	Study Title	PI	Experiment ID	Cohort	Repository Accession	Type	Subtype	Biosample Name	Biosample Description	Species	Strain	Evading_growth_suppressors	Evading_immune_destruction	Genome_instability	Replicative_immortality	Reprogramming_energy_metabolism	Resisting_cell_death	Sustained_angiogenesis	Sustaining_proliferative_signaling	Tissue_invasion_and_metastasis	Tumor-promoting_inflammation
SRR3162451	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060369	Spleen	Neutrophil Precursor of ckit+ splenocytes	Cell50-B1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	662	501	24	411	784	533	509	539	679	639
SRR3162452	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060370	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell51-E1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	732	829	87	386	691	708	647	548	788	801
SRR3162453	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060371	Spleen	HSPC-like-1 of ckit+ splenocytes	Cell52-G1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	637	574	287	426	960	691	737	592	734	829
SRR3162454	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060372	Spleen	HSPC-like-2 of ckit+ splenocytes	Cell53-H1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	724	617	55	422	812	767	746	612	789	781
SRR3162455	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060373	Spleen	HSPC-like-3 of ckit+ splenocytes	Cell54-A2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	754	589	310	461	959	726	670	598	758	827
SRR3162456	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060374	Spleen	HSPC-like-3 of ckit+ splenocytes	Cell55-D2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	793	611	484	567	784	727	694	681	780	792
SRR3162457	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060375	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell56-E2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	636	920	65	332	954	632	725	525	743	809
SRR3162458	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060376	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell57-H2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	684	660	123	408	535	662	573	524	739	812
SRR3162459	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060377	Spleen	Monocyte Progenitor of ckit+ splenocytes	Cell58-D3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	709	607	469	594	961	688	611	711	737	757
SRR3162460	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060378	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell59-E3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	713	692	76	336	699	697	605	553	755	813
SRR3162461	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060379	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell60-G3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	640	809	177	340	956	644	648	544	751	840
SRR3162462	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060380	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell61-H3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	704	836	17	334	756	721	604	568	769	829
SRR3162463	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060381	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell62-A4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	611	823	173	359	576	672	657	535	750	705
SRR3162464	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060382	Spleen	Monocyte Progenitor of ckit+ splenocytes	Cell63-D4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	752	638	152	421	802	710	678	604	759	819
SRR3162465	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060383	Spleen	Monocyte Progenitor of ckit+ splenocytes	Cell64-E4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	733	590	102	404	709	710	760	597	759	778
SRR3162466	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060384	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell65-F4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	683	816	205	381	536	662	577	542	744	727
SRR3162467	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060385	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell66-A5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	602	687	246	365	668	705	651	576	752	785
SRR3162468	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060386	Spleen	HSPC-like-2 of ckit+ splenocytes	Cell67-B5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	685	706	568	623	799	738	711	701	789	885
SRR3162469	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060387	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell68-C5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	675	641	266	338	663	655	620	466	736	789
SRR3162470	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060388	Spleen	HSPC-like-1 of ckit+ splenocytes	Cell69-D5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	743	591	115	408	971	713	866	642	780	888
SRR3162471	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060389	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell70-E5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	654	706	47	276	549	663	521	488	744	792
SRR3162472	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060390	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell71-E6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	666	801	44	321	707	689	689	537	751	796
SRR3162473	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060391	Spleen	Neutrophil Precursor of ckit+ splenocytes	Cell72-G6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	630	465	277	484	944	513	462	592	651	542
SRR3162474	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060392	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell73-B7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	684	667	121	393	455	536	590	411	652	722
SRR3162475	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060393	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell74-D7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	663	797	63	378	564	627	560	552	748	771
SRR3162476	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060394	Spleen	HSPC-like-1 of ckit+ splenocytes	Cell75-E7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	692	720	108	441	750	754	722	633	781	850
SRR3162477	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060395	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell76-F7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	632	640	173	418	582	655	602	549	746	810
SRR3162478	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060396	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell77-G7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	679	690	170	321	535	688	680	536	758	840
SRR3162479	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060397	Spleen	HSPC-like-2 of ckit+ splenocytes	Cell78-H7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	773	714	110	440	775	728	692	592	783	780
SRR3162480	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060398	Spleen	Neutrophil Precursor of ckit+ splenocytes	Cell79-B8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	681	558	224	395	966	604	501	560	719	711
SRR3162481	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060399	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell80-C8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	693	730	129	325	713	635	632	517	743	769
SRR3162482	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060400	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell81-E8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	593	712	60	334	473	641	650	510	740	725
SRR3162483	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060401	Spleen	HSPC-like-3 of ckit+ splenocytes	Cell82-F8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	769	556	119	457	797	702	682	599	764	869
SRR3162484	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060402	Spleen	HSPC-like-4 of ckit+ splenocytes	Cell83-B9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	768	589	236	492	793	722	687	596	785	829
SRR3162485	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060403	Spleen	Neutrophil Precursor of ckit+ splenocytes	Cell84-F9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	555	761	-58	283	740	411	428	329	548	517
SRR3162486	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060404	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell85-G9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	682	702	240	401	967	722	732	600	784	917
SRR3162487	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060405	Spleen	Monocyte Progenitor of ckit+ splenocytes	Cell86-H9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	657	649	77	480	795	662	576	577	750	810
SRR3162488	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060406	Spleen	Monocyte Progenitor of ckit+ splenocytes	Cell87-A10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	738	718	141	424	958	707	725	630	808	895
SRR3162489	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060407	Spleen	HSPC-like-4 of ckit+ splenocytes	Cell88-B10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	739	567	116	472	955	670	634	603	748	872
SRR3162490	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060408	Spleen	Monocyte Progenitor of ckit+ splenocytes	Cell89-C10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	731	584	325	454	957	711	641	576	746	843
SRR3162491	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060409	Spleen	Neutrophil Precursor of ckit+ splenocytes	Cell90-D10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	682	650	42	389	777	525	521	481	656	648
SRR3162492	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060410	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell91-E10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	697	690	203	385	621	681	667	521	784	847
SRR3162493	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060411	Spleen	Neutrophil Precursor of ckit+ splenocytes	Cell92-A11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	734	577	160	405	711	566	517	532	698	712
SRR3162494	SDY1099	27016502	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	GSE77847	mus_AML_single splenocyte Cell	GSM2060412	Spleen	Macrophage/Dendritic Precur. of ckit+ splenocytes	Cell93-B11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	Mus musculus	C57BL/6-Ly5.2 (CD45.2)	672	742	605	548	605	635	634	641	728	757
